id,listing_url,scrape_id,host_id,host_name,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,city,state,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,calculated_host_listings_count,reviews_per_month
1935302,https://www.airbnb.com/rooms/1935302,2.0171E+13,10008086,Brandon,100%,f,1,1,Brooklyn,NY,11205,Apartment,Entire home/apt,4,1,1,3,Real Bed,$180.00 ,,,,$100.00 ,2,$35.00 ,3,93,10,10,10,10,10,10,strict,1,1.84
14732889,https://www.airbnb.com/rooms/14732889,2.0171E+13,1779492,Folake,100%,f,1,1,Brooklyn,NY,11238,Apartment,Entire home/apt,2,1,1,1,Real Bed,$125.00 ,,,,$100.00 ,1,$100.00 ,3,100,10,10,10,9,10,10,strict,1,0.23
16227461,https://www.airbnb.com/rooms/16227461,2.0171E+13,9068084,Fletcher,,f,1,1,Brooklyn,NY,11206,Apartment,Private room,1,1.5,1,1,Real Bed,$50.00 ,,,,,1,$0.00 ,3,100,10,10,10,10,10,10,flexible,1,0.3
7746019,https://www.airbnb.com/rooms/7746019,2.0171E+13,28811809,Donna,,f,1,1,Brooklyn,NY,11225,Apartment,Entire home/apt,4,1,0,2,Real Bed,$95.00 ,,,$200.00 ,$40.00 ,1,$0.00 ,12,98,10,10,10,10,9,10,flexible,1,0.46
17987548,https://www.airbnb.com/rooms/17987548,2.0171E+13,123573845,Virgilio,33%,f,1,1,New York,NY,10039,Loft,Entire home/apt,2,1,1,1,Real Bed,$195.00 ,,,$200.00 ,$50.00 ,1,$0.00 ,0,,,,,,,,moderate,1,
2976805,https://www.airbnb.com/rooms/2976805,2.0171E+13,15183165,Laura,,f,1,1,Queens,NY,11101,Apartment,Private room,2,1,1,1,Real Bed,$71.00 ,$450.00 ,"$1,199.00 ",$150.00 ,,1,$0.00 ,3,100,10,9,10,10,10,9,moderate,1,0.07
11991044,https://www.airbnb.com/rooms/11991044,2.0171E+13,11308402,Tania,100%,f,2,2,Brooklyn,NY,11221,Apartment,Entire home/apt,10,2.5,3,5,Real Bed,$399.00 ,,,"$1,000.00 ",$199.00 ,1,$0.00 ,33,96,10,10,10,10,9,10,moderate,2,2.2
6000785,https://www.airbnb.com/rooms/6000785,2.0171E+13,31150792,Scott And Cathy,100%,f,1,1,Brooklyn,NY,11221,Apartment,Entire home/apt,4,1,1,2,Real Bed,$100.00 ,,,$250.00 ,$50.00 ,4,$25.00 ,76,94,10,9,10,10,9,10,strict,1,3.71
13044996,https://www.airbnb.com/rooms/13044996,2.0171E+13,60278094,Keith,100%,f,1,1,Brooklyn,NY,11226,Apartment,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,,,$400.00 ,$95.00 ,2,$25.00 ,21,91,9,9,10,10,8,9,moderate,1,1.26
6863691,https://www.airbnb.com/rooms/6863691,2.0171E+13,700224,Shane & Nicole,100%,f,3,3,Brooklyn,NY,11217,House,Entire home/apt,6,2,3,3,Real Bed,$300.00 ,"$2,000.00 ","$7,500.00 ","$5,000.00 ",$200.00 ,2,$10.00 ,11,95,10,9,10,10,10,10,strict,1,0.47
19075635,https://www.airbnb.com/rooms/19075635,2.0171E+13,20841092,Ryan,100%,f,2,2,New York,NY,10011,Apartment,Private room,1,1,1,1,Real Bed,$169.00 ,,,$250.00 ,$20.00 ,1,$25.00 ,11,100,10,10,10,10,10,10,strict,2,2.92
987049,https://www.airbnb.com/rooms/987049,2.0171E+13,5360659,Kristin,100%,f,2,2,New York,NY,10065,Apartment,Entire home/apt,8,1,2,4,Real Bed,$229.00 ,,"$6,800.00 ",$200.00 ,$50.00 ,4,$40.00 ,177,82,9,8,9,9,9,8,strict,2,3.29
9776245,https://www.airbnb.com/rooms/9776245,2.0171E+13,49436544,Dror,100%,f,1,1,New York,NY,10016,Apartment,Entire home/apt,10,3,3,6,Real Bed,$700.00 ,,,$200.00 ,$200.00 ,1,$0.00 ,66,91,9,9,9,10,10,9,strict,1,3.14
14838160,https://www.airbnb.com/rooms/14838160,2.0171E+13,20480059,Mallary,100%,f,1,1,Brooklyn,NY,11205,Apartment,Private room,2,1,1,1,Real Bed,$100.00 ,,,$0.00 ,$25.00 ,2,$50.00 ,5,85,10,9,9,10,7,8,strict,1,0.38
2089745,https://www.airbnb.com/rooms/2089745,2.0171E+13,10661984,Joseph,46%,f,1,1,New York,NY,,Apartment,Entire home/apt,3,1,1,1,Real Bed,$213.00 ,,"$5,000.00 ",$300.00 ,$100.00 ,2,$0.00 ,31,97,10,10,10,10,10,9,strict,1,1.12
18406846,https://www.airbnb.com/rooms/18406846,2.0171E+13,127531018,Reza,100%,f,1,1,New York,NY,10031,Apartment,Private room,2,1,1,1,Real Bed,$85.00 ,,,$0.00 ,$40.00 ,1,$0.00 ,8,97,10,9,10,10,10,10,moderate,1,1.66
7593556,https://www.airbnb.com/rooms/7593556,2.0171E+13,34312106,Kenny,100%,f,1,1,Queens,NY,11385,Apartment,Entire home/apt,5,1,2,2,Real Bed,$125.00 ,,,,$30.00 ,2,$10.00 ,58,91,10,9,10,10,9,9,moderate,1,2.24
17996273,https://www.airbnb.com/rooms/17996273,2.0171E+13,52720583,John,,f,1,1,Queens,NY,11372,Apartment,Entire home/apt,2,1,0,1,Real Bed,$125.00 ,,,,$20.00 ,1,$30.00 ,2,100,10,10,10,10,10,10,moderate,1,0.44
9704,https://www.airbnb.com/rooms/9704,2.0171E+13,32045,Teri,64%,f,1,1,New York,NY,10027,Apartment,Private room,2,1.5,1,1,Real Bed,$60.00 ,,"$1,700.00 ",$150.00 ,$50.00 ,1,$15.00 ,49,98,10,10,10,10,10,10,strict,1,1.21
18235030,https://www.airbnb.com/rooms/18235030,2.0171E+13,35162370,Tara,100%,f,1,1,Brooklyn,NY,11215,Apartment,Entire home/apt,4,1,1,2,Real Bed,$170.00 ,,,$100.00 ,$70.00 ,2,$30.00 ,10,96,9,9,10,10,9,10,flexible,1,2.52
1954429,https://www.airbnb.com/rooms/1954429,2.0171E+13,10102581,Deborah,,f,1,1,New York,NY,10040,Apartment,Entire home/apt,4,1,1,2,Real Bed,$150.00 ,,,$150.00 ,$100.00 ,2,$25.00 ,0,,,,,,,,flexible,1,
18427825,https://www.airbnb.com/rooms/18427825,2.0171E+13,127539184,Yuna,100%,f,1,1,Brooklyn,NY,11203,Townhouse,Entire home/apt,2,1,0,1,Real Bed,$80.00 ,,,,,1,$0.00 ,10,90,10,10,10,9,9,10,moderate,1,2.16
60864,https://www.airbnb.com/rooms/60864,2.0171E+13,293911,Sergios & Fani,,f,1,1,Brooklyn,NY,11215,Apartment,Entire home/apt,4,1,2,2,Real Bed,$160.00 ,,"$2,900.00 ",$250.00 ,$100.00 ,2,$15.00 ,11,96,10,10,10,10,10,10,moderate,1,0.15
20970771,https://www.airbnb.com/rooms/20970771,2.0171E+13,22298126,Christine,100%,f,1,1,New York,NY,10024,Apartment,Entire home/apt,3,1,1,1,Real Bed,$165.00 ,,,,$25.00 ,1,$0.00 ,1,100,10,8,10,10,10,10,strict,1,1
13114110,https://www.airbnb.com/rooms/13114110,2.0171E+13,72926334,Iquane,100%,f,5,5,Brooklyn ,NY,11233,Apartment,Private room,3,2,1,1,Real Bed,$75.00 ,,,,$10.00 ,2,$30.00 ,47,80,9,8,9,9,9,8,moderate,5,2.88
7806682,https://www.airbnb.com/rooms/7806682,2.0171E+13,15018754,Emily,100%,t,2,2,New York,NY,10031,Apartment,Private room,3,1,1,1,Real Bed,$82.00 ,,,$100.00 ,$15.00 ,1,$15.00 ,16,98,10,10,10,10,9,10,moderate,2,0.65
57166,https://www.airbnb.com/rooms/57166,2.0171E+13,272006,Vasili,100%,f,12,12,Astoria,NY,11105,Apartment,Entire home/apt,10,1.5,3,6,Real Bed,$140.00 ,"$1,600.00 ","$6,000.00 ",$0.00 ,$140.00 ,4,$30.00 ,11,80,8,7,9,9,9,7,strict,1,0.13
16673626,https://www.airbnb.com/rooms/16673626,2.0171E+13,17753630,Erin,0%,f,1,1,Brooklyn,NY,11215,Apartment,Entire home/apt,2,2,1,1,Real Bed,$150.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,1,
14443358,https://www.airbnb.com/rooms/14443358,2.0171E+13,80140902,Aster,100%,f,2,2,New York,NY,11207,Apartment,Private room,3,1,1,2,Real Bed,$58.00 ,,,,$6.00 ,1,$25.00 ,73,96,10,10,10,10,9,10,moderate,2,5.38
7627784,https://www.airbnb.com/rooms/7627784,2.0171E+13,6684858,Jd,100%,f,1,1,New York,NY,10019,Apartment,Private room,2,1,1,1,Real Bed,$150.00 ,,,$500.00 ,$50.00 ,1,$25.00 ,11,98,10,10,10,10,10,10,strict,1,0.45
3556241,https://www.airbnb.com/rooms/3556241,2.0171E+13,636319,Roger,,f,1,1,Brooklyn,NY,11215,Apartment,Entire home/apt,2,1,0,1,Real Bed,$150.00 ,$900.00 ,"$2,150.00 ",,,1,$0.00 ,0,,,,,,,,flexible,1,
18634028,https://www.airbnb.com/rooms/18634028,2.0171E+13,129443038,Gerardo,100%,f,2,2,New York,NY,10033,Apartment,Private room,2,1,2,1,Real Bed,$53.00 ,,,,$35.00 ,1,$0.00 ,6,93,10,10,10,10,10,10,strict,2,1.33
9887326,https://www.airbnb.com/rooms/9887326,2.0171E+13,33499326,Hannah,,f,1,1,New York,NY,10025,Apartment,Private room,2,1,1,1,Real Bed,$70.00 ,,,,,1,$0.00 ,2,90,9,8,8,10,10,9,flexible,1,0.1
5366126,https://www.airbnb.com/rooms/5366126,2.0171E+13,569577,John,,f,1,1,Brooklyn,NY,11225,Apartment,Private room,1,1,1,1,Real Bed,$75.00 ,$450.00 ,"$1,600.00 ",,$20.00 ,1,$0.00 ,0,,,,,,,,flexible,1,
12556300,https://www.airbnb.com/rooms/12556300,2.0171E+13,15074852,Chloé Et Jean-Philippe,,f,1,1,New York,NY,10036,Apartment,Entire home/apt,4,1,1,3,Real Bed,$300.00 ,,,$300.00 ,$50.00 ,1,$0.00 ,0,,,,,,,,strict,1,
19319,https://www.airbnb.com/rooms/19319,2.0171E+13,44263,Ana,100%,t,2,2,New York,NY,10002,Apartment,Private room,2,1,1,1,Real Bed,$110.00 ,,"$2,400.00 ",$300.00 ,$50.00 ,1,$20.00 ,85,98,10,10,10,10,9,10,strict,2,0.94
14164263,https://www.airbnb.com/rooms/14164263,2.0171E+13,85684530,Ana,,f,1,1,Brooklyn,NY,11226,Apartment,Private room,1,1,1,1,Real Bed,$40.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,1,
13865843,https://www.airbnb.com/rooms/13865843,2.0171E+13,81969914,Julie,,f,1,1,New York,NY,10017,Other,Private room,2,1,1,1,Real Bed,$200.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,1,
16960760,https://www.airbnb.com/rooms/16960760,2.0171E+13,113409633,Lauren,,f,1,1,Brooklyn,NY,11249,Apartment,Private room,2,1,1,2,Real Bed,$58.00 ,,,$100.00 ,$30.00 ,1,$0.00 ,1,100,10,10,10,10,10,10,strict,1,0.19
15621557,https://www.airbnb.com/rooms/15621557,2.0171E+13,6433320,Daniel,,f,1,1,Brooklyn,NY,11237,Apartment,Private room,1,1,1,1,Real Bed,$40.00 ,,,,$15.00 ,1,$0.00 ,0,,,,,,,,strict,1,
4546248,https://www.airbnb.com/rooms/4546248,2.0171E+13,23571677,Holly,100%,f,1,1,New York,NY,10034,Apartment,Entire home/apt,4,1,1,2,Real Bed,$100.00 ,,,$100.00 ,$25.00 ,1,$0.00 ,9,96,10,9,10,10,10,10,moderate,1,0.91
12231254,https://www.airbnb.com/rooms/12231254,2.0171E+13,65809485,Shirley,97%,f,12,12,Queens,NY,11355,House,Private room,4,1,1,2,Real Bed,$79.00 ,,,,$20.00 ,4,$20.00 ,38,85,9,9,9,9,8,9,strict,12,2.17
13731895,https://www.airbnb.com/rooms/13731895,2.0171E+13,55339894,Tyler,,f,1,1,Brooklyn,NY,11201,Apartment,Private room,1,1,1,1,Real Bed,$70.00 ,,,,,1,$0.00 ,0,,,,,,,,moderate,1,
3425831,https://www.airbnb.com/rooms/3425831,2.0171E+13,12128527,Andy,100%,f,2,2,Brooklyn,NY,11218,House,Private room,1,1,1,1,Real Bed,$55.00 ,$470.00 ,"$1,399.00 ",$100.00 ,$25.00 ,1,$0.00 ,1,100,10,6,10,10,10,10,moderate,2,0.58
5115534,https://www.airbnb.com/rooms/5115534,2.0171E+13,26433326,Martha,,f,1,1,Brooklyn,NY,11206,Apartment,Entire home/apt,4,1,1,2,Real Bed,$185.00 ,,,,$100.00 ,1,$0.00 ,3,93,10,10,10,10,9,9,moderate,1,0.12
20665608,https://www.airbnb.com/rooms/20665608,2.0171E+13,147828696,Desiree,100%,f,1,1,New York,NY,10002,Apartment,Entire home/apt,3,1,0,1,Real Bed,$175.00 ,,,$0.00 ,$100.00 ,1,$0.00 ,1,80,8,10,8,10,8,8,strict,1,1
3735483,https://www.airbnb.com/rooms/3735483,2.0171E+13,5064699,Juliana,100%,f,1,1,Brooklyn,NY,11221,Apartment,Private room,2,1.5,1,1,Real Bed,$55.00 ,,,$0.00 ,$15.00 ,1,$15.00 ,6,90,9,9,10,10,9,9,moderate,1,0.37
8107212,https://www.airbnb.com/rooms/8107212,2.0171E+13,19668001,Marie,100%,t,1,1,Brooklyn,NY,11206,Apartment,Private room,2,1,1,1,Real Bed,$70.00 ,$400.00 ,,$250.00 ,$30.00 ,1,$15.00 ,26,99,10,10,10,10,10,10,strict,1,1.07
12669603,https://www.airbnb.com/rooms/12669603,2.0171E+13,39185689,,,,,,Brooklyn,NY,11225,Apartment,Private room,2,1,1,1,Real Bed,$50.00 ,,,$250.00 ,$20.00 ,1,$15.00 ,3,93,10,9,10,10,9,10,flexible,2,0.18
20759924,https://www.airbnb.com/rooms/20759924,2.0171E+13,69974539,Nicholas,100%,f,1,1,Brooklyn,NY,11205,Apartment,Entire home/apt,2,1,1,1,Real Bed,$105.00 ,,,$0.00 ,$30.00 ,1,$0.00 ,4,95,10,10,10,10,10,10,moderate,1,4
13938420,https://www.airbnb.com/rooms/13938420,2.0171E+13,25718914,John And Ainslie,100%,t,2,2,Brooklyn,NY,11225,House,Private room,2,1,1,2,Real Bed,$85.00 ,,,,$25.00 ,1,$0.00 ,71,97,10,10,10,10,10,10,flexible,1,4.89
3449071,https://www.airbnb.com/rooms/3449071,2.0171E+13,274333,Janu,100%,f,2,2,New York,NY,10026,Apartment,Entire home/apt,2,1,0,1,Real Bed,$65.00 ,$450.00 ,,$95.00 ,$50.00 ,2,$10.00 ,2,80,7,8,8,9,7,8,strict,2,0.05
21118935,https://www.airbnb.com/rooms/21118935,2.0171E+13,151316042,Darya&Edhar,100%,f,3,3,New York,NY,10013,Apartment,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,,,$0.00 ,$30.00 ,2,$25.00 ,0,,,,,,,,strict,3,
137558,https://www.airbnb.com/rooms/137558,2.0171E+13,235719,Pepe,100%,f,1,1,New York,NY,10011,Apartment,Entire home/apt,2,1,1,1,Real Bed,$250.00 ,,,$600.00 ,$120.00 ,1,$25.00 ,20,94,10,10,9,10,10,9,strict,1,0.26
13089249,https://www.airbnb.com/rooms/13089249,2.0171E+13,72650710,Raymond,100%,f,1,1,New York,NY,10016,Apartment,Entire home/apt,4,1,1,2,Real Bed,$109.00 ,,,$300.00 ,$69.00 ,2,$35.00 ,71,94,9,9,10,10,10,9,strict,1,4.3
18338709,https://www.airbnb.com/rooms/18338709,2.0171E+13,15303279,Jinny,,f,1,1,New York,NY,10029,Apartment,Private room,2,1,1,1,Real Bed,$100.00 ,,,,,1,$0.00 ,1,100,10,10,10,10,8,10,flexible,1,0.2
7036862,https://www.airbnb.com/rooms/7036862,2.0171E+13,7050992,David,100%,t,1,1,New York,NY,10002,Apartment,Entire home/apt,5,1,1,2,Real Bed,$249.00 ,,"$4,000.00 ",,$100.00 ,3,$50.00 ,77,96,10,9,10,10,10,9,moderate,1,2.93
14933388,https://www.airbnb.com/rooms/14933388,2.0171E+13,1315670,Domenica,30%,f,1,1,Brooklyn,NY,11216,Apartment,Private room,1,1,1,1,Real Bed,$50.00 ,,,,$15.00 ,1,$15.00 ,4,100,10,9,10,10,10,10,moderate,1,0.32
14369923,https://www.airbnb.com/rooms/14369923,2.0171E+13,24897395,Laura,,f,1,1,Brooklyn,NY,11216,Apartment,Entire home/apt,4,1,2,2,Real Bed,$111.00 ,,,,,1,$0.00 ,2,100,10,10,10,10,10,10,flexible,1,0.58
12713582,https://www.airbnb.com/rooms/12713582,2.0171E+13,14103157,Lauren,90%,f,1,1,New York,NY,10009,Apartment,Entire home/apt,2,1,1,1,Real Bed,$154.00 ,,,,$25.00 ,1,$0.00 ,36,99,10,10,10,10,10,10,moderate,1,2.16
1886240,https://www.airbnb.com/rooms/1886240,2.0171E+13,9813233,Tao,,f,1,1,New York,NY,10012,Apartment,Entire home/apt,2,1,1,2,Real Bed,$245.00 ,"$1,300.00 ","$2,900.00 ",,,1,$0.00 ,0,,,,,,,,strict,1,
66275,https://www.airbnb.com/rooms/66275,2.0171E+13,314941,Tony,98%,f,1,1,New York,NY,10002,Apartment,Private room,4,1,1,3,Real Bed,$95.00 ,,,,$60.00 ,1,$35.00 ,63,97,10,9,10,10,10,9,strict,1,0.82
14549056,https://www.airbnb.com/rooms/14549056,2.0171E+13,74906838,Priscila,90%,f,3,3,Queens,NY,11101,Apartment,Entire home/apt,4,1,2,2,Real Bed,$130.00 ,,,$0.00 ,$29.00 ,4,$50.00 ,5,88,8,9,10,10,8,9,strict,3,0.41
16568252,https://www.airbnb.com/rooms/16568252,2.0171E+13,327489,Anthony,,f,1,1,Brooklyn,NY,11205,Apartment,Entire home/apt,4,1,1,2,Real Bed,$125.00 ,,,$250.00 ,$100.00 ,2,$25.00 ,1,100,10,10,10,10,10,10,strict,1,0.23
7692701,https://www.airbnb.com/rooms/7692701,2.0171E+13,40401163,Stefan,,f,1,1,New York,NY,10026,Apartment,Private room,2,1,1,1,Real Bed,$75.00 ,$560.00 ,"$1,890.00 ","$1,000.00 ",$40.00 ,1,$50.00 ,0,,,,,,,,moderate,1,
17843852,https://www.airbnb.com/rooms/17843852,2.0171E+13,4491033,Deborah,100%,t,4,4,New York,NY,10025,Apartment,Private room,2,1,1,1,Real Bed,$125.00 ,,,$150.00 ,$45.00 ,1,$20.00 ,12,98,10,10,10,10,10,10,flexible,1,2.14
6165564,https://www.airbnb.com/rooms/6165564,2.0171E+13,30906910,Yuriy,,f,1,1,brooklyn,NY,11221,House,Private room,1,1,1,1,Real Bed,$750.00 ,,$750.00 ,,,1,$0.00 ,0,,,,,,,,flexible,1,
890855,https://www.airbnb.com/rooms/890855,2.0171E+13,128920,Magera,100%,f,1,1,Brooklyn,NY,11238,Apartment,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,,,$200.00 ,$75.00 ,1,$5.00 ,9,93,10,9,10,10,10,9,strict,1,0.16
13319327,https://www.airbnb.com/rooms/13319327,2.0171E+13,9672128,Adriano,,f,1,1,New York,NY,10022,Loft,Entire home/apt,2,1,0,2,Real Bed,$120.00 ,,,$296.00 ,$80.00 ,1,$0.00 ,0,,,,,,,,moderate,1,
9310252,https://www.airbnb.com/rooms/9310252,2.0171E+13,48328095,Maisie,,f,1,1,Brooklyn,NY,11211,Apartment,Entire home/apt,3,1,0,1,Real Bed,$111.00 ,,,,$50.00 ,2,$50.00 ,13,98,10,10,10,10,10,10,strict,1,0.57
1215836,https://www.airbnb.com/rooms/1215836,2.0171E+13,6533489,Ryan,100%,f,1,1,Brooklyn ,NY,11238,Apartment,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,,,,,1,$0.00 ,1,100,10,10,10,10,10,10,strict,1,0.29
1776732,https://www.airbnb.com/rooms/1776732,2.0171E+13,7379093,Francesca,100%,f,2,2,New York,NY,10025,Apartment,Entire home/apt,6,2,2,5,Real Bed,$390.00 ,"$2,500.00 ","$9,000.00 ","$1,000.00 ",$120.00 ,4,$40.00 ,56,95,10,9,10,10,10,9,strict,2,2.85
10041376,https://www.airbnb.com/rooms/10041376,2.0171E+13,51542781,Jessica,,f,1,1,New York,NY,10019,Apartment,Entire home/apt,2,1,0,1,Real Bed,$115.00 ,$600.00 ,,,$50.00 ,1,$0.00 ,2,100,10,10,10,10,10,10,flexible,1,0.09
5445805,https://www.airbnb.com/rooms/5445805,2.0171E+13,8639969,Ludivine,88%,f,1,1,Brooklyn,NY,11228,Apartment,Private room,2,1,1,1,Real Bed,$68.00 ,,,,,1,$0.00 ,2,100,10,10,10,10,9,10,flexible,1,0.08
16425680,https://www.airbnb.com/rooms/16425680,2.0171E+13,107680466,Zana,100%,f,1,1,New York,NY,10016,Apartment,Entire home/apt,2,1,1,1,Real Bed,$95.00 ,,,$250.00 ,$78.00 ,1,$0.00 ,2,90,10,10,10,10,10,10,strict,1,0.46
20689426,https://www.airbnb.com/rooms/20689426,2.0171E+13,14120985,Will,100%,f,2,2,Brooklyn,NY,11216,Apartment,Entire home/apt,4,1,2,3,Real Bed,$237.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,2,
15037251,https://www.airbnb.com/rooms/15037251,2.0171E+13,94974597,Desislava,100%,t,2,2,New York,NY,10023,Apartment,Private room,4,1,1,2,Real Bed,$85.00 ,,,,$75.00 ,2,$40.00 ,46,98,10,10,10,10,10,10,strict,2,3.97
11021393,https://www.airbnb.com/rooms/11021393,2.0171E+13,20331995,Kate,,f,1,1,Brooklyn,NY,11237,Apartment,Private room,2,1,1,1,Real Bed,$35.00 ,$390.00 ,,$150.00 ,$20.00 ,1,$0.00 ,0,,,,,,,,strict,1,
18386075,https://www.airbnb.com/rooms/18386075,2.0171E+13,2608372,Caio,,f,1,1,New York,NY,10019,Apartment,Private room,2,2,1,2,Real Bed,$73.00 ,,,,,1,$0.00 ,1,100,10,10,10,10,10,10,flexible,1,0.2
4795390,https://www.airbnb.com/rooms/4795390,2.0171E+13,16151285,Carol,100%,f,6,6,Bronx,NY,10469,House,Private room,1,1.5,1,1,Real Bed,$45.00 ,,$945.00 ,,$25.00 ,1,$60.00 ,9,96,10,10,10,10,9,10,strict,6,0.31
14472385,https://www.airbnb.com/rooms/14472385,2.0171E+13,16756301,Alexis,100%,f,1,1,New York,NY,10011,Apartment,Entire home/apt,3,1,1,2,Real Bed,$219.00 ,,,,$50.00 ,2,$20.00 ,25,93,9,9,10,10,10,10,moderate,1,1.9
8387244,https://www.airbnb.com/rooms/8387244,2.0171E+13,26909087,Jordan,,f,1,1,Brooklyn,NY,11221,Apartment,Private room,1,1,1,1,Real Bed,$65.00 ,$400.00 ,,,,1,$0.00 ,2,100,10,9,10,10,9,9,flexible,1,0.08
16085088,https://www.airbnb.com/rooms/16085088,2.0171E+13,52347885,Nicole,96%,f,2,2,Brooklyn,NY,11234,House,Private room,2,1,1,1,Real Bed,$34.00 ,,,,$20.00 ,1,$10.00 ,39,96,10,10,10,10,9,10,flexible,2,4.59
14335935,https://www.airbnb.com/rooms/14335935,2.0171E+13,36270470,Robert,100%,t,1,1,New York,NY,10030,Apartment,Private room,2,1,1,1,Real Bed,$90.00 ,,,,$20.00 ,1,$0.00 ,19,98,10,9,10,10,9,10,flexible,1,1.34
12427275,https://www.airbnb.com/rooms/12427275,2.0171E+13,66402108,Zachary,100%,f,3,3,Brooklyn,NY,11238,Apartment,Entire home/apt,5,1,2,2,Real Bed,$189.00 ,,"$5,975.00 ",$250.00 ,$85.00 ,2,$25.00 ,33,91,9,8,10,10,9,9,strict,3,1.9
20092506,https://www.airbnb.com/rooms/20092506,2.0171E+13,142878742,Sam,100%,f,3,3,New York,NY,10029,Apartment,Private room,2,1,1,1,Real Bed,$70.00 ,,,,$30.00 ,1,$25.00 ,16,98,10,10,10,10,9,10,strict,3,7.27
19387802,https://www.airbnb.com/rooms/19387802,2.0171E+13,5130514,Yana,100%,f,3,3,Queens,NY,11373,Apartment,Entire home/apt,2,1,1,1,Real Bed,$90.00 ,,,$100.00 ,$20.00 ,1,$10.00 ,3,93,10,9,10,10,10,10,strict,3,1.84
10021820,https://www.airbnb.com/rooms/10021820,2.0171E+13,7655328,Jessica,,f,3,3,New York,NY,10012,Apartment,Entire home/apt,4,1,2,3,Real Bed,$196.00 ,"$1,172.00 ","$4,137.00 ",,$70.00 ,1,$0.00 ,0,,,,,,,,flexible,3,
20111316,https://www.airbnb.com/rooms/20111316,2.0171E+13,15758568,Mike,100%,f,1,1,Brooklyn ,NY,11216,Apartment,Private room,2,1,1,1,Real Bed,$84.00 ,,,,$42.00 ,2,$40.00 ,3,100,10,10,10,10,10,10,moderate,1,3
11574762,https://www.airbnb.com/rooms/11574762,2.0171E+13,17486626,Alessandro,,f,2,2,New York,NY,10038,Apartment,Private room,2,2,1,1,Real Bed,$155.00 ,,,$200.00 ,$50.00 ,2,$50.00 ,1,80,8,6,10,8,8,8,strict,1,0.06
9152965,https://www.airbnb.com/rooms/9152965,2.0171E+13,4313126,Andy,,f,2,2,Brooklyn,NY,11206,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,$200.00 ,"$1,400.00 ","$2,800.00 ",$350.00 ,,1,$0.00 ,1,80,8,8,8,8,6,8,strict,2,0.05
5949599,https://www.airbnb.com/rooms/5949599,2.0171E+13,23784616,Vincent,100%,f,1,1,New York,NY,10024,Loft,Entire home/apt,3,1.5,1,2,Real Bed,$289.00 ,"$2,200.00 ",,$300.00 ,$68.00 ,2,$20.00 ,55,91,9,9,10,10,10,9,strict,1,1.98
163627,https://www.airbnb.com/rooms/163627,2.0171E+13,242506,Jsun,100%,f,3,3,Brooklyn,NY,11211,Apartment,Private room,2,1,1,1,Real Bed,$89.00 ,,,$200.00 ,$25.00 ,1,$10.00 ,191,92,9,9,10,10,9,9,strict,3,2.83
4471513,https://www.airbnb.com/rooms/4471513,2.0171E+13,3740730,S,100%,t,2,2,New York,NY,10036,Apartment,Entire home/apt,6,2,2,4,Real Bed,$685.00 ,,,,$300.00 ,1,$0.00 ,119,99,10,10,10,10,10,10,strict,2,3.36
17457735,https://www.airbnb.com/rooms/17457735,2.0171E+13,118200648,Priscila,100%,f,2,2,New York,NY,10029,Apartment,Private room,1,1,1,1,Real Bed,$70.00 ,,,$100.00 ,,1,$0.00 ,2,,,,,,,,strict,2,0.38
19933864,https://www.airbnb.com/rooms/19933864,2.0171E+13,19855355,Chrissy & Dana,100%,t,3,3,Queens,NY,11103,Apartment,Private room,6,1,2,2,Real Bed,$150.00 ,,,,,4,$20.00 ,0,,,,,,,,flexible,3,
775280,https://www.airbnb.com/rooms/775280,2.0171E+13,4089511,Marie,100%,t,3,3,New York,NY,10027,Apartment,Entire home/apt,7,2,2,5,Real Bed,$350.00 ,"$2,300.00 ","$5,500.00 ",$500.00 ,$130.00 ,5,$50.00 ,64,98,10,10,10,10,9,10,strict,2,1.14
20960223,https://www.airbnb.com/rooms/20960223,2.0171E+13,25969105,Ghislain Serge,100%,f,2,2,Brooklyn,NY,11221,Apartment,Private room,2,1,1,1,Real Bed,$100.00 ,,,,,1,$0.00 ,0,,,,,,,,flexible,2,
4263843,https://www.airbnb.com/rooms/4263843,2.0171E+13,11052574,Yilmaris,100%,f,1,1,Brooklyn,NY,11232,Apartment,Private room,2,1,1,1,Real Bed,$90.00 ,,,,,1,$0.00 ,7,97,10,10,10,10,9,9,flexible,1,0.42
